time (s): 0
time (s): 0.005
3D dimers: 66
3D n=1: 61
3D n=2: 2
time (s): 0.01
3D dimers: 67
3D n=1: 64
3D n=2: 5
time (s): 0.015
3D dimers: 67
3D n=1: 66
3D n=2: 7
time (s): 0.02
3D dimers: 67
3D n=1: 66
3D n=2: 7
time (s): 0.025
3D dimers: 67
3D n=1: 68
3D n=2: 7
time (s): 0.03
3D dimers: 67
3D n=1: 68
3D n=2: 7
time (s): 0.035
3D dimers: 67
3D n=1: 68
3D n=2: 7
time (s): 0.04
3D dimers: 67
3D n=1: 68
3D n=2: 7
time (s): 0.045
3D dimers: 68
3D n=1: 68
3D n=2: 7
time (s): 0.0499995
3D dimers: 68
3D n=1: 68
3D n=2: 8
