Time (s): 0
200	A: 1. 
Time (s): 0.005
23	A: 3. 
7	A: 1. 
20	A: 2. 
21	A: 4. 
Time (s): 0.01
20	A: 3. 
2	A: 1. 
15	A: 9. 
27	A: 4. 
Time (s): 0.015
20	A: 3. 
10	A: 12. 
30	A: 4. 
Time (s): 0.02
20	A: 3. 
10	A: 2. 
30	A: 14. 
Time (s): 0.025
8	A: 20. 
20	A: 3. 
31	A: 4. 
Time (s): 0.03
8	A: 2. 
20	A: 23. 
31	A: 4. 
Time (s): 0.035
8	A: 2. 
20	A: 3. 
31	A: 34. 
Time (s): 0.04
8	A: 2. 
20	A: 26. 
31	A: 4. 
Time (s): 0.045
8	A: 2. 
20	A: 33. 
31	A: 4. 
Time (s): 0.0499995
6	A: 2. 
20	A: 3. 
32	A: 45. 
